split,image_id,file_name,width,height,scene,weather,video_id,has_person,person_count
train,107,data/video-JFiGa9oAAN2queuLt-frame-000270-XaPYS9WR3uRf7hWGH.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,108,data/video-JFiGa9oAAN2queuLt-frame-000280-CAxo79NDG5nDgq8ZC.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,12
train,109,data/video-JFiGa9oAAN2queuLt-frame-000290-fKEWcFguPpr8kqT68.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,11
train,110,data/video-JFiGa9oAAN2queuLt-frame-000300-NcYM9yiJSYgDRE37Q.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,12
train,111,data/video-JFiGa9oAAN2queuLt-frame-000310-FuLAP5K23MCrfALFk.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,112,data/video-JFiGa9oAAN2queuLt-frame-000320-LmCpkeZeQ8jAjq87Q.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,113,data/video-JFiGa9oAAN2queuLt-frame-000330-vaq53FErFuHw9Ygs2.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,8
train,114,data/video-JFiGa9oAAN2queuLt-frame-000340-NZ4f9Abi5Y6fiSnji.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,8
train,115,data/video-JFiGa9oAAN2queuLt-frame-000350-4uKnvhvkqZyTBn5By.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,8
train,116,data/video-JFiGa9oAAN2queuLt-frame-000360-ngn7yFGdHtRnuyx8R.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,117,data/video-JFiGa9oAAN2queuLt-frame-000367-e55o6RapxCb9i2G5W.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,118,data/video-JFiGa9oAAN2queuLt-frame-000377-dYcrkXRgeXtA5gBdB.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,119,data/video-JFiGa9oAAN2queuLt-frame-000387-ara3xsFJsTG5DWhh2.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,120,data/video-JFiGa9oAAN2queuLt-frame-000397-p5HXag2TjsLYfc9cT.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,121,data/video-JFiGa9oAAN2queuLt-frame-000407-u64QPS353MfqJgBBT.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,122,data/video-JFiGa9oAAN2queuLt-frame-000417-DpSZb7DiAzufmJ6Jt.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,123,data/video-JFiGa9oAAN2queuLt-frame-000427-LumPSnwDrHBEpKFDg.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,124,data/video-JFiGa9oAAN2queuLt-frame-000437-ZwhuniCFgZf5p6EZN.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,125,data/video-JFiGa9oAAN2queuLt-frame-000447-RRQBdFqEyqC6GXDoY.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,126,data/video-JFiGa9oAAN2queuLt-frame-000457-J44DrbXMDGK3FeLKB.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,127,data/video-JFiGa9oAAN2queuLt-frame-000467-m7HcbKDZ6dJHipq3S.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,128,data/video-JFiGa9oAAN2queuLt-frame-000477-7C9Rd7ZWK8zvaS6Ks.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,129,data/video-JFiGa9oAAN2queuLt-frame-000487-HdgPZDkKJMK7xg3xn.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,130,data/video-JFiGa9oAAN2queuLt-frame-000497-QGtuq8c3EBD6TR9Xw.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,131,data/video-JFiGa9oAAN2queuLt-frame-000507-YyRJjMXzipj5rFKHA.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,132,data/video-JFiGa9oAAN2queuLt-frame-000517-8P2ApTDXMki2fyAGk.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,133,data/video-JFiGa9oAAN2queuLt-frame-000527-Hy8kFvgioW7fnPMDW.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,134,data/video-JFiGa9oAAN2queuLt-frame-000537-zkL67BsodRuLyEyiv.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,135,data/video-JFiGa9oAAN2queuLt-frame-000547-Yu3issNSY4MkD3tdm.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,136,data/video-JFiGa9oAAN2queuLt-frame-000557-jqyHmHq2TB86cbCys.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,137,data/video-JFiGa9oAAN2queuLt-frame-000784-nKhEgJTQE2Mfidda5.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,138,data/video-JFiGa9oAAN2queuLt-frame-000794-Frx6ZzQR3mqFbrF6w.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,139,data/video-JFiGa9oAAN2queuLt-frame-000804-yPhJCzzMwwNXZ3ZTa.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,140,data/video-JFiGa9oAAN2queuLt-frame-000814-g3vpFLbGLnFeN3EcP.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,1
train,141,data/video-JFiGa9oAAN2queuLt-frame-000824-Zj4W3zk23M98P2q6D.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,10
train,142,data/video-JFiGa9oAAN2queuLt-frame-000834-9nSNxSzj8PmeM4eww.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,143,data/video-JFiGa9oAAN2queuLt-frame-000844-GMNgCmxxd5c9tbfhE.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,144,data/video-JFiGa9oAAN2queuLt-frame-000854-jpQtYMQxXQMRBd4xW.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,10
train,145,data/video-JFiGa9oAAN2queuLt-frame-000864-jZpDGP56fM3bqb3f6.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,146,data/video-JFiGa9oAAN2queuLt-frame-000874-bWA4CRY7i7gup5trJ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,147,data/video-JFiGa9oAAN2queuLt-frame-000884-YCCHGkjSNENtJqwBA.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,148,data/video-JFiGa9oAAN2queuLt-frame-000894-qxYmysoZT2SZkYvFx.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,149,data/video-JFiGa9oAAN2queuLt-frame-000904-eFdkzShYfS2wyYGv5.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,150,data/video-JFiGa9oAAN2queuLt-frame-000914-RQfY6uujXqdje4eHA.jpg,640,512,other,unknown,JFiGa9oAAN2queuLt,True,5
train,151,data/video-JFiGa9oAAN2queuLt-frame-000924-XuDKCKp5LnJXdDjZf.jpg,640,512,other,unknown,JFiGa9oAAN2queuLt,True,12
train,152,data/video-JFiGa9oAAN2queuLt-frame-000934-aCpRxdK99gK36ectK.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,12
train,153,data/video-JFiGa9oAAN2queuLt-frame-000944-F8GAYBW2mj6GQkvTg.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,11
train,154,data/video-JFiGa9oAAN2queuLt-frame-000954-BKNnCEwesu6yqvYLn.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,155,data/video-JFiGa9oAAN2queuLt-frame-000964-59QnEsMo6FfDeHMKi.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,156,data/video-JFiGa9oAAN2queuLt-frame-000974-LqBHRrkDdZrqns926.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,157,data/video-JFiGa9oAAN2queuLt-frame-000984-rk3Fue8bQKAQM5tHy.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,158,data/video-JFiGa9oAAN2queuLt-frame-000994-LtavWTfJWXMXM3YMi.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,10
train,160,data/video-JFiGa9oAAN2queuLt-frame-001014-WMeh8B2Kh62Q9rPJs.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,11
train,161,data/video-JFiGa9oAAN2queuLt-frame-001024-5G3Be53RN8isBGYYe.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,162,data/video-JFiGa9oAAN2queuLt-frame-001034-xvDe93vjT5omRCH3f.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,163,data/video-JFiGa9oAAN2queuLt-frame-001044-ZHkd7H4Z2kMhmBvtk.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,15
train,164,data/video-JFiGa9oAAN2queuLt-frame-001054-7FWsG8EsNMcT7PzwR.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,16
train,165,data/video-JFiGa9oAAN2queuLt-frame-001064-94ybg83Kk5wthzK2s.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,166,data/video-JFiGa9oAAN2queuLt-frame-001074-fPDrZL3K76AsZdcru.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,167,data/video-JFiGa9oAAN2queuLt-frame-001084-tYkfAAzQ6EjHPjpTf.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,168,data/video-JFiGa9oAAN2queuLt-frame-001094-4EiKHj7QBw6Aymnmq.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,169,data/video-JFiGa9oAAN2queuLt-frame-001104-HgrZEkNwxKutAtjko.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,21
train,170,data/video-JFiGa9oAAN2queuLt-frame-001114-7x5s3Ydc6mg9p9PG9.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,171,data/video-JFiGa9oAAN2queuLt-frame-001124-dcwkiwvTbHERNkJ54.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,16
train,172,data/video-JFiGa9oAAN2queuLt-frame-001134-RhTPoNGNyo9osGrS2.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,173,data/video-JFiGa9oAAN2queuLt-frame-001144-sMHw55FoWhsfqCtQ2.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,174,data/video-JFiGa9oAAN2queuLt-frame-001154-kfxZbHJREYzJ7n9b3.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,175,data/video-JFiGa9oAAN2queuLt-frame-001164-CJWTbAb6J9fuy2gmC.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,176,data/video-JFiGa9oAAN2queuLt-frame-001174-sjR3b378JrhZzLk3t.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,177,data/video-JFiGa9oAAN2queuLt-frame-001184-mzX7rca7DrBEcnnmb.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,16
train,178,data/video-JFiGa9oAAN2queuLt-frame-001194-GwTv5T2F9j3xAwN7q.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,15
train,179,data/video-JFiGa9oAAN2queuLt-frame-001204-oHZgZx5swPK5yGTWM.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,180,data/video-JFiGa9oAAN2queuLt-frame-001214-8rt3zdmHfacDT36hJ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,181,data/video-JFiGa9oAAN2queuLt-frame-001224-A5XBnNzg7mkA4pGux.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,182,data/video-JFiGa9oAAN2queuLt-frame-001234-xGsReyNup6wTMi7zE.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,183,data/video-JFiGa9oAAN2queuLt-frame-001244-Wuc6pipsoyoJiNbsK.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,184,data/video-JFiGa9oAAN2queuLt-frame-001254-XMaNTxA9GrEKsdgWp.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,25
train,185,data/video-JFiGa9oAAN2queuLt-frame-001264-TH8TLkZmsn7heWhSi.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,186,data/video-JFiGa9oAAN2queuLt-frame-001274-jBwftffcdCmwYZ39r.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,187,data/video-JFiGa9oAAN2queuLt-frame-001284-3ueCEQCrMmekkRkuJ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,188,data/video-JFiGa9oAAN2queuLt-frame-001294-DujjidCPmQgS8DvTM.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,189,data/video-JFiGa9oAAN2queuLt-frame-001304-Zhm5bdHKyzBSB9ZbH.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,190,data/video-JFiGa9oAAN2queuLt-frame-001314-iLzfErjiYcWzmdzPu.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,12
train,191,data/video-JFiGa9oAAN2queuLt-frame-001324-bprm8d7QxqT32pgN3.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,192,data/video-JFiGa9oAAN2queuLt-frame-001334-FrSAuqwRBRxD2vh2n.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,14
train,193,data/video-JFiGa9oAAN2queuLt-frame-001344-MqksqfN6RFzFvJsE3.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,16
train,195,data/video-JFiGa9oAAN2queuLt-frame-001364-EDmjHkm46jRqoocFq.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,196,data/video-JFiGa9oAAN2queuLt-frame-001374-yXNPEbrrCsrbXwA3Q.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,197,data/video-JFiGa9oAAN2queuLt-frame-001384-9Tj2uhbGm8tJ2mEom.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,198,data/video-JFiGa9oAAN2queuLt-frame-001394-7ueF7uiQ8kcQ72jdG.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,15
train,199,data/video-JFiGa9oAAN2queuLt-frame-001404-YcYMGrhDv7tJuME2K.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,200,data/video-JFiGa9oAAN2queuLt-frame-001414-gKoPcWcKdm6ZxGNPq.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,201,data/video-JFiGa9oAAN2queuLt-frame-001424-ux2uAkxz4vqqoTSGY.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,10
train,202,data/video-JFiGa9oAAN2queuLt-frame-001434-mBQvDsTBnJemHpFqp.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,203,data/video-JFiGa9oAAN2queuLt-frame-001444-otcX5BmbY3B2svAeo.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,204,data/video-JFiGa9oAAN2queuLt-frame-001454-NjFQJEYNkrFFTouGZ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,205,data/video-JFiGa9oAAN2queuLt-frame-001464-zxtXYAgMqEPvxB6D4.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,206,data/video-JFiGa9oAAN2queuLt-frame-001474-RDouHEq9Kz5Fy7xcG.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,207,data/video-JFiGa9oAAN2queuLt-frame-001484-fBzjgcP7xMq3quogb.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,208,data/video-JFiGa9oAAN2queuLt-frame-001494-Tttjm4kvx7sGLL7yw.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
train,209,data/video-JFiGa9oAAN2queuLt-frame-001504-X6d9wm8555NwZuKCs.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,6
train,210,data/video-JFiGa9oAAN2queuLt-frame-001514-jnCPveLFrg7jcuk2z.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,211,data/video-JFiGa9oAAN2queuLt-frame-001524-uGXbfWT44DGqbPvKX.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,212,data/video-JFiGa9oAAN2queuLt-frame-001534-3H3Eb37NroboQBerF.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,213,data/video-JFiGa9oAAN2queuLt-frame-001544-7t9spvHah3cF9nCzT.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,5
train,214,data/video-JFiGa9oAAN2queuLt-frame-001554-eNXsbXgnqzKkQLQrM.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,215,data/video-JFiGa9oAAN2queuLt-frame-001564-6QuYr6rgja45fHjYt.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,216,data/video-JFiGa9oAAN2queuLt-frame-001574-TXbCuLj6CbrsemGtd.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,217,data/video-JFiGa9oAAN2queuLt-frame-001584-aQg6cMEJRmhuZmWvu.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,2
train,218,data/video-JFiGa9oAAN2queuLt-frame-001594-dSdqqBXqeh3wt8zpj.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,2
train,219,data/video-JFiGa9oAAN2queuLt-frame-001604-zyuJKSSRuww6AzS7t.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,3
train,220,data/video-JFiGa9oAAN2queuLt-frame-001614-tF4cBngvAPiNnCpmQ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,4
train,221,data/video-JFiGa9oAAN2queuLt-frame-002657-NjgEcprMkGjfZKYLJ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,222,data/video-JFiGa9oAAN2queuLt-frame-002667-Rhug5Lz2EKxSBR8ev.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,223,data/video-JFiGa9oAAN2queuLt-frame-002677-AsyQr46D5fRX2Hi3L.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,29
train,224,data/video-JFiGa9oAAN2queuLt-frame-002687-8nkeKKDtviwemodWn.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,25
train,225,data/video-JFiGa9oAAN2queuLt-frame-002697-Djrrde8jRkAfT746C.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,226,data/video-JFiGa9oAAN2queuLt-frame-002707-RRtykepWddsFejsSi.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,18
train,227,data/video-JFiGa9oAAN2queuLt-frame-002717-3PQNPRridffBE2yuc.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,228,data/video-JFiGa9oAAN2queuLt-frame-002727-DWCucgPPN7Ysubjbc.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,15
train,229,data/video-JFiGa9oAAN2queuLt-frame-002737-qe6Yfpr9oJevfGiQf.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,17
train,230,data/video-JFiGa9oAAN2queuLt-frame-002747-ZR4prtfhkpy6YYGMu.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,25
train,231,data/video-JFiGa9oAAN2queuLt-frame-002757-2FBi7rvjFrcqLfL97.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,232,data/video-JFiGa9oAAN2queuLt-frame-002767-F8goWXcvYZJHMdn6P.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,233,data/video-JFiGa9oAAN2queuLt-frame-002777-PckBL95eRySxFeQKa.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,234,data/video-JFiGa9oAAN2queuLt-frame-002787-dkvCsjv8mJXNbNH3a.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,26
train,235,data/video-JFiGa9oAAN2queuLt-frame-002797-Fqu4gMXQSt5sXSWS7.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,29
train,236,data/video-JFiGa9oAAN2queuLt-frame-002807-7wPXoRHg9ryaYPfRw.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,24
train,237,data/video-JFiGa9oAAN2queuLt-frame-002817-wEheZHjAkn8Kdwp52.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,22
train,238,data/video-JFiGa9oAAN2queuLt-frame-002827-yvE5Podan5ajnzpii.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,25
train,239,data/video-JFiGa9oAAN2queuLt-frame-002837-NmuYgEGMwe4RujZTp.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,240,data/video-JFiGa9oAAN2queuLt-frame-002847-BgSFyhtTNE8t95W3t.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,21
train,241,data/video-JFiGa9oAAN2queuLt-frame-002857-n9KvbRfSmFpiJWXEw.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,242,data/video-JFiGa9oAAN2queuLt-frame-002867-vdoCe78TEfKi5Nxwk.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,20
train,243,data/video-JFiGa9oAAN2queuLt-frame-002877-GLkgaJmzRkTGAiWMZ.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,19
train,244,data/video-JFiGa9oAAN2queuLt-frame-002887-rPQvwNiR8oRCtzuB4.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,245,data/video-JFiGa9oAAN2queuLt-frame-002897-TWcoeKvhwE4ix4RCf.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,12
train,246,data/video-JFiGa9oAAN2queuLt-frame-002907-DrG6zvTEoH79GTAHu.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,13
train,247,data/video-JFiGa9oAAN2queuLt-frame-002917-SJvkXd8JncZrNkp63.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,9
train,248,data/video-JFiGa9oAAN2queuLt-frame-002927-mL2NmvgkhBgH27Bw2.jpg,640,512,city_street,unknown,JFiGa9oAAN2queuLt,True,7
